ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00017887,PR-00011091,"Children First Early Education Gympie","CHILDREN FIRST EARLY LEARNING CENTRES NO. 1 PTY LTD","Centre-Based Care","29 Glanmire Street",GYMPIE,QLD,4570,0752096931,,"This service is approved to provide education and care to children from birth up to and including school children. This service is approved to provide education and care to a maximum of 15 school children at any one time. The approved provider must ensure that the mirrors installed at the service are constantly maintained and operational to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations. To comply with regulation 84A of the Education and Care Services National Regulations, the approved provider must ensure:
(a)	all children under the age of 12 months are provided with a cot; and
(b)	all children older than 12 months who developmentally need a cot are provided with one; and
(c)	in Room 1 there are no more than 6 children who are in groups (a) and (b) above; and
(d)	in Room 2 there are no more than 7 children who are in groups (a) and (b) above. To comply with regulation 115 of the Education and Care Services National Regulations, the approved provider must ensure that cots are positioned according to the diagrams, labelled sleep room layout, adjacent to each sleep room door; and the location of each cot is marked on the sleep room floor.",113,25/11/2025,,,,,,,,,,,,,,,,,,,,"August 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017889,PR-00002539,"Camp Australia - Malak Primary School OSHC","Camp Australia Pty Limited","Centre-Based Care","45 MALAK CR",MALAK,NT,0812,1300105343,,"1. At least one educator is to be a consistent staff member at each service, at all times. This must be someone that holds at least a responsible person delegation or higher. 2. All responsible persons are to be fully inducted to each service they are designated at. This induction must be specific to that service, reflect service specific considerations and reflect the role and responsibilities of the responsible person. Evidence must be able to be provided on request to the Regulatory Authority. 3. An induction document has been created by the Approved Provider for each NT service that includes updated information specific to the service. This must include consideration to service and provider specific responses to incident reporting, checking authorised persons, actioning health needs of children and emergency management procedures. The induction document must be updated and monitored by the Approved Provider and Nominated Supervisor regularly, with evidence of this kept. 4. The Approved Provider must ensure that the Camp Australia specific website, ‘One Team’, is accessible to service staff at all times. In addition, service leaders must always have access to additional resources and support through the Camp Australia specific intranet, ‘Camp Us’. 5. Evidence of all staff having read and understood the service specific induction must be recorded and stored within the Camp Australia specific website, ‘Service Kiosk’, and demonstrated to the Regulatory Authority on request.",16,06/10/2025,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:20,17:30,14:20,17:30,14:20,17:30,14:20,17:30,14:20,17:30,,,,,,,,,,,,,,,,,,,No
SE-00017891,PR-40026948,"Nido Early School Sunshine","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","2-6 Monash Street",Sunshine,VIC,3020,0399687278,,,88,30/12/2025,,,,,,,,,,,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017892,PR-40026948,"Nido Early School Long Gully","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","218 EAGLEHAWK RD","LONG GULLY",VIC,3550,0344009078,,"Under section 48 of the Education and Care Services National Law Act 2010 (National Law), I have made a decision to grant service approval to the applicant for Nido Early School Long Gully  (SE-00017892), located at 218 EAGLEHAWK RD, LONG GULLY VIC 3550. I am satisfied that the prescribed documents have been supplied and all regulatory requirements have been met. 

Under section 51(5) of the National Law, I have made a decision to impose the following conditions on the service approval: 

An approved provider of an education and care service that is listed on the Department of Education Category 4 List – at some risk of bushfire or grassfire must ensure that: 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

a list of the service's emergency contact details 

procedures for monitoring and managing bushfire and grassfire risks and events 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

procedures for notifying families of children enrolled at the service of any closure 

procedures for reviewing and updating the Emergency Management Plan. 

A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",88,18/12/2025,,,,,,,,,,,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017893,PR-40019797,"Una Highfields","UNA Licence PTY LTD","Centre-Based Care","24 Kleinton Road",HIGHFIELDS,QLD,4352,0407786232,,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. To comply with regulation 84A of the Education and Care Services National Regulations, the approved provider must ensure:
a)	all children under the age of 12 months are provided with a cot; and
b)	all children over 12 months who developmentally need a cot are provided with one; and
c)	in Nursery A there are no more than 8 children who are in groups (a) and (b) above; and
d)	in Nursery B there are no more than 8 children who are in groups (a) and (b) above. To comply with regulation 115 of the Education and Care Services National Regulations, the approved provider must ensure that cots are positioned according to the diagrams, labelled supervision plan, adjacent to each sleep room door. The approved provider must ensure that the mirrors, CCTV camera and monitor installed at the service are constantly maintained and operational to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations. The approved provider must ensure there is a minimum of three (3) educators, engaged and present to provide supervision in Senior Outdoor Play at any time children are utilising that outdoor play space, to ensure adequate supervision.",105,28/01/2026,,,,,,,,,,,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017894,PR-00002539,"Camp Australia - Manunda Terrace Primary School OSHC","Camp Australia Pty Limited","Centre-Based Care","31 MANUNDA TCE",KARAMA,NT,0812,1300105343,,"1. At least one educator is to be a consistent staff member at each service, at all times. This must be someone that holds at least a responsible person delegation or higher. 2. All responsible persons are to be fully inducted to each service they are designated at. This induction must be specific to that service, reflect service specific considerations and reflect the role and responsibilities of the responsible person. Evidence must be able to be provided on request to the Regulatory Authority. 3. An induction document has been created by the Approved Provider for each NT service that includes updated information specific to the service. This must include consideration to service and provider specific responses to incident reporting, checking authorised persons, actioning health needs of children and emergency management procedures. The induction document must be updated and monitored by the Approved Provider and Nominated Supervisor regularly, with evidence of this kept. 4. The Approved Provider must ensure that the Camp Australia specific website, ‘One Team’, is accessible to service staff at all times. In addition, service leaders must always have access to additional resources and support through the Camp Australia specific intranet, ‘Camp Us’. 5. Evidence of all staff having read and understood the service specific induction must be recorded and stored within the Camp Australia specific website, ‘Service Kiosk’, and demonstrated to the Regulatory Authority on request. 6. The outdoor verandah space must always be set up in a manner that allows for the expansion of the indoor space available for children.",40,06/10/2025,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,14:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-00017895,PR-40012975,"Inspire Early Learning Journey Noble Park","INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD","Centre-Based Care","341-343 PRINCES HWY","NOBLE PARK",VIC,3174,0398192999,,"The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. The evacuation rehearsal must include children aged 2-3 years from level one evacuating to the ground floor and must be completed within three months of commencing use of the children’s rooms located on level one. 

h) the service; 

i) the date and time of the rehearsal; 

j) the total time taken to evacuate the building; 

k) the location to which building occupants were evacuated to; 

l) the number of children and educators in attendance on the day; 

m) the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and 

n) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt. The Approved Provider is required to ensure objects are not placed or able to be placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",120,23/10/2025,,,,,,,,,,,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017899,PR-00011106,"Children First Early Education Keperra","IMAGINE EDUCATION EARLY LEARNING CENTRES NO. 20 PTY LTD","Centre-Based Care","15 Ridgeline Way",Keperra,QLD,4054,0734730562,,"This service is approved to provide education and care to children from birth up to and including school children. This service is approved to provide education and care to a maximum of 15 school children at any one time. The approved provider must ensure that the mirrors installed at the service are constantly maintained and operational to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under regulation 115 of the Education and Care Services National Regulations. To comply with regulation 84A of the Education and Care Services National Regulations, the approved provider must ensure:
a) all children under the age of 12 months are provided with a cot; and
b) all children older than 12 months who developmentally need a cot are provided with one; and
c) in Room 1 there are no more than 12 children who are in groups (a) and (b) above; and
d) in Room 2 there are no more than 11 children who are in groups (a) and (b) above. To comply with regulation 115 of the Education and Care Services National Regulations, the approved provider must ensure that cots are positioned according to the diagrams, labelled sleep room layout, adjacent to each sleep room door.",120,18/12/2025,,,,,,,,,,,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017900,PR-40009453,"Story House Early Learning Bradbury","Story House Early Learning No 1 Pty Ltd","Centre-Based Care","1 TALLOWWOOD CRESCENT",BRADBURY,NSW,2560,0246117254,,,88,02/10/2025,,,,,,,,,,,,,,,,,,,08/12/2025,"April 2026",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017903,PR-40010289,"Village Early Education Burwood East","VILLAGE EARLY EDUCATION GROUP PTY LTD","Centre-Based Care","397 BLACKBURN RD","BURWOOD EAST",VIC,3151,0392104568,,"The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify: 

h) the service; 

i) the date and time of the rehearsal; 

j) the total time taken to evacuate the building; 

k) the location to which building occupants were evacuated to; 

l) the number of children and educators in attendance on the day; 

m) the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and 

n) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt. The Approved Provider is required to ensure objects are not placed or able to be placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",113,20/12/2025,,,,,,,,,,,,,,,,,,,,"March 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017906,PR-00007250,"One Tree Kowanyama Childrens Service","One Tree Community Services Inc","Centre-Based Care","345 Kowanyama Street",Kowanyama,QLD,4871,0473733007,,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. The approved provider must ensure each child up to 12 months of age being educated and cared for by the service has a cot to meet their needs for sleep and rest, with an additional cot provided for each child over 12 months of age who developmentally needs one.",30,23/01/2026,,,,,,,,,,,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017907,PR-40001599,"Happy Kids Vacation Care","Happy Kids Kindergarten Limited","Centre-Based Care","Galstaun College, 5 Chiltern Rd",INGLESIDE,NSW,2101,0400027274,,,60,28/11/2025,,,,,,,,,,,,,,,,,,,,"April 2026",No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,,,,,No
SE-00017910,PR-00010836,"Aspire Early Education & Kindergarten Googong","ASPIRE EARLY EDUCATION & KINDERGARTEN GOOGONG PTY LTD","Centre-Based Care","113 GLENROCK DR",GOOGONG,NSW,2620,1800978429,,,134,07/05/2026,,,,,,,,,,,,,,,,,,,,"July 2026",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017912,PR-40000787,"Circle Early Learning Bathurst","ACN 163 182 643 PTY LTD","Centre-Based Care","10 KEIGHTLEY AV",WINDRADYNE,NSW,2795,0263684495,,,89,27/02/2026,,,,,,,,,,,,,,,,,,,,"June 2026",Yes,No,No,No,No,No,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017913,PR-40032663,"Green Leaves Early Learning Bundaberg","GREEN LEAVES (QLD29) EARLY LEARNING CENTRES PTY LTD","Centre-Based Care","43 POST OFFICE LANE","BUNDABERG CENTRAL",QLD,4670,0741115115,,"This service is approved to provide education and care to children from birth up to and including over preschool age, not including school children. The approved provider must ensure that the mirrors installed at the service are constantly maintained and operational. This is to ensure the facilitation of adequate supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children, as required under regulation 115 of the Education and Care Services National Regulations. To comply with regulation 115 of the Education and Care Services National Regulations, the approved provider must ensure that all cots in sleep room 1, 2, 3 and 4 are positioned according to the diagram, labelled cot placement map, adjacent to each cot room door; and the location of each cot is marked on the sleep room floor. To comply with regulation 84A of the Education and Care Services National Regulations, the approved provider must ensure:
a) all children under the age of 12 months are provided with a cot; and
b) all children older than 12 months who developmentally need a cot are provided with one; and
c) in Room 1, there are no more than 10 children who are in groups (a) and (b) above; and
d) in Room 2, there are no more than 10 children who are in groups (a) and (b) above.",98,19/12/2025,,,,,,,,,,,,,,,,,,,,"February 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017914,PR-40016161,"AMIGA Montessori Armstrong Creek","AMIGA MONTESSORI HOLDINGS PTY. LTD.","Centre-Based Care","Shop 1A, 135 Unity Drive","Mount Duneed",VIC,3217,0342323197,,"The approved provider must ensure that whenever children are being educated and cared for, that one additional educator above the minimum prescribed in regulation 123(1) of the Education and Care Services National Regulations 2011 is available to ensure adequate supervision of children during an emergency evacuation. The Approved Provider is required to ensure objects are not placed or able to be placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",103,09/12/2025,,,,,,,,,,,,,,,,,,,,"March 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017915,PR-00001567,"Ivanhoe Children's Community Co-operative","Ivanhoe Children's Community Co-op Ltd","Centre-Based Care","26 LEICESTER ST","HEIDELBERG HEIGHTS",VIC,3081,,,"The Approved Provider must ensure that this temporary service approval is surrendered by 30 September 2026.",27,22/11/2025,,,,,,,,,,,,,,,,,,,,"February 2026",Yes,No,No,No,No,No,Yes,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017916,PR-40034031,"Kids on Dugan Childcare","Kritosaurus Pty Ltd","Centre-Based Care","67 DUGAN ST",KALGOORLIE,WA,6430,0862888189,,,84,09/10/2025,,,,,,,,,,,,,,,,,,,,"January 2026",Yes,No,No,Yes,Yes,Yes,No,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00000244,PR-00000101,"Lady Gowrie Kennedy Place Child Centre","Lady Gowrie QLD Ltd","Centre-Based Care","23 Kennedy Street","NORTH WARD",QLD,4810,0747713893,0747713437,"This service is approved to provide education and care to children from birth up to and including school children.",75,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2025","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2019",29/10/2013,"March 2026",Yes,No,Yes,No,Yes,No,No,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45,07:30,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
